Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M008,55.30852714026452,2.7432445698556274,4.844049008445561,75.31668783703871,75,1462,82,0.44,2
M004,59.87404499161184,1.4343002826445581,5.251009635498432,70.49986035356679,36,1652,58,0.42,2
M007,80.49474792498734,3.153501952055862,4.017521020666531,79.00929234250542,115,3701,71,0.55,2
M008,80.83886294375313,1.0077312133401362,4.553236757523339,64.68963049382317,120,545,56,0.46,2
M001,73.77653097358895,1.6360408831647866,5.819395965666963,68.09354064051331,40,3354,55,0.47,2
M009,66.01186811965098,3.137338547767729,5.116003141574401,59.092114022435425,110,2556,62,0.48,2
M007,76.77755893580402,2.083297399765666,5.541481385509556,68.11787537894409,137,643,86,0.46,2
M010,86.14516284218459,2.0551056534511534,5.148902940985159,66.90794486400794,66,2075,97,0.48,2
M006,69.32316227327911,2.3877525330483413,5.450775628287382,65.9074254506226,116,4564,97,0.44,1
M003,71.7577518100171,2.081528969482804,4.471198899607536,72.73978868792886,46,2728,75,0.47,2
M005,77.91730377253408,0.6400651381733939,4.9331980311984145,56.593771409221105,41,2933,94,0.38,3
M009,59.543498603000415,2.3907675698134554,4.221987360607023,71.01912085882915,118,1716,58,0.46,2
M005,73.8259914084504,3.0279026489428973,4.878685606099922,60.97737112315752,36,874,54,0.51,2
M010,85.10862240371839,2.2362546121513946,4.9602363661459,76.06019138854982,144,1860,60,0.54,2
M003,65.3047611048002,1.4221258970312747,5.54541133392776,84.29458242798823,125,3839,60,0.46,2
M007,90.83225529692507,2.09681073344621,5.42566862196192,57.29691273116444,83,571,89,0.48,2
M008,70.67467738300982,2.088610169972509,4.549785387267756,64.07814038036187,53,2053,79,0.44,2
M009,63.109271341961524,2.9247561811323624,3.6707617840728943,76.76644068327802,139,3993,96,0.46,2
M008,66.00838372997961,3.0770258266684527,4.9162878991582035,67.62179382393902,50,1137,53,0.5,2
M009,76.57750781029715,3.2842997697226153,5.7051162577754395,62.5356292840225,121,4425,71,0.52,1
M004,82.68123835134716,3.3943678872123746,6.1758010266872265,69.42314397102643,47,595,76,0.55,2
M004,81.7829941119204,2.764644005121289,5.016862695881064,72.03787553206809,89,642,82,0.52,2
M004,67.51364685963667,3.435392053798128,5.322094930268776,62.72464298140224,57,3914,71,0.49,2
M003,79.04257195013452,3.0387289760525085,4.663355440766688,77.12356493293625,88,4364,67,0.55,1
M007,86.60682495697125,3.662200789040752,4.4798748665045975,57.466591044651636,82,3785,63,0.56,2
M009,72.06461157842433,3.7559729204311547,5.12555329950076,70.49660333816581,135,1626,90,0.52,2
M003,66.14084004040721,2.8405080927420236,4.790048498566205,70.32819285379315,54,2901,77,0.48,2
M003,91.8989345662629,2.94319865991573,5.547287910227163,66.80140265854459,115,3463,59,0.57,2
M002,79.90419571702766,1.7179761348925604,4.532926143446078,90.66601378014029,82,4508,68,0.52,1
M009,83.16117436057333,1.9600123642743097,5.128715038029006,79.04496641382622,144,4201,51,0.53,1
M010,68.8911010843141,4.060949799099068,4.621757166763483,64.93965295530893,111,3830,71,0.53,2
M008,87.43183437214358,2.6777104450301987,5.7045955142995615,63.89817891235705,63,2117,76,0.52,2
M007,66.46585960250346,2.948613103318162,4.644906525279144,62.13068449796114,73,2709,56,0.49,2
M010,72.04023156594266,4.158207372611803,4.535761984812224,65.38367598434317,41,4192,63,0.55,1
M007,78.15040489181615,2.85973676435746,5.130313928800013,71.83213048368836,46,4639,54,0.54,1
M009,90.39606848001515,2.485063222679235,5.092272651169673,51.42379370659685,149,2600,60,0.51,2
M005,81.98249913777816,1.1977607909836772,4.874970772104051,61.05858561194823,101,4978,67,0.45,1
M009,84.830827052059,2.6657333608649174,5.042194097164151,74.40083924897677,71,1445,55,0.55,2
M005,41.48389483095322,1.6795319070869117,4.936541097985019,63.55423170328322,128,2832,69,0.35,3
M001,72.86864663332679,2.709446932296417,5.291721489249033,50.357257001852545,89,1422,55,0.47,2
M002,81.18484512786522,2.1053731878016007,5.126983980450472,83.93628675857344,77,2544,93,0.5,2
M006,79.60419729440048,1.3838023886403104,4.317781963878904,82.35383894121897,99,561,60,0.5,2
M008,80.02789721040756,3.5742676129098663,4.691432412448806,59.850311676822905,35,1940,94,0.51,2
M008,77.51787706893938,2.1842176235598294,5.179539148671577,58.00251282996892,95,4912,98,0.44,1
M004,78.21052333332165,4.487130970670105,4.824777257881892,68.86025876629219,93,3598,97,0.55,2
M008,66.32000000461453,0.7650723678649378,4.6484394726671905,66.5324872141968,115,3408,92,0.37,3
M004,64.32983413582124,1.6236152665546966,5.6799437732942035,68.70939063438091,57,3924,97,0.4,3
M001,83.6474469164084,3.5818261510402634,4.090723232656648,67.08136150860238,42,4946,93,0.54,1
M002,72.20891525100306,2.2685150139997874,5.060523474940342,80.33829650332729,58,4974,89,0.48,1
M006,72.59088754906381,1.6681187565761257,5.38167081246852,67.20994719954037,114,567,90,0.43,2
M009,67.2208118733262,3.542360462492807,4.707062086526025,53.9919242902895,37,1294,78,0.47,2
M001,65.56616950630064,2.7542582797409962,4.07514792716402,70.22196497259101,61,1249,97,0.45,2
M006,69.11961421541125,2.4334678465581105,5.2239316637996405,88.89610004639475,46,1097,83,0.5,2
M004,90.6735300195941,1.3715263702524534,4.844720954660709,73.66649812147294,45,4409,97,0.48,1
M003,61.46440143865607,1.5211907892009389,5.2568395875124345,64.87055830851055,129,2510,60,0.41,2
M006,78.26798909889781,3.5620161767955376,5.549076513868369,82.0292922928204,71,1628,55,0.59,2
M006,69.59677816862512,3.626296559324147,5.067535939930897,71.68047169180271,44,1377,96,0.5,2
M008,61.42597040213789,2.0113123698489908,4.869615076871966,69.50980829518365,87,1016,51,0.45,2
M001,84.26244321524891,2.1157619815363296,4.744160720564876,70.4643972794196,96,2189,67,0.51,2
M006,76.84813270764185,3.6940952499461512,4.9163043303972795,63.60934390548367,56,2357,85,0.52,2
M005,75.86072864993675,4.351165941946708,5.4172463603523004,81.04936977001354,82,745,84,0.58,2
M008,70.35778902566774,3.5014686255341387,3.9532805223966707,69.1696056362101,58,2670,61,0.53,2
M007,72.26535753545176,2.2406082440627437,5.285623829794249,77.73197782016463,113,1686,89,0.47,2
M004,78.16942617012162,4.058721212843437,5.237316727007087,65.64375743760887,86,860,87,0.54,2
M003,72.39045167040742,3.519591813030795,5.099386825172615,87.59117148248546,55,4381,71,0.56,1
M005,67.89547450165048,1.7912149197534606,5.083681226755852,70.43357212743929,64,3153,91,0.43,2
M009,71.9257655540174,0.65608521173472,5.705502603661809,83.5679436780797,31,4244,57,0.45,1
M008,60.96243354947417,3.12683365702813,4.813772843975368,51.20072225316362,127,809,69,0.44,2
M007,78.80078708441773,2.837933720634662,5.2524330765889005,82.57334662146954,113,673,60,0.56,2
M001,72.31363941612697,2.993172003201721,3.9985254896639186,62.51067306739562,129,1366,59,0.5,2
M003,65.58410482649354,2.729700747167855,4.50813694766949,71.79455984277178,48,2597,56,0.49,2
M002,84.55707956121083,1.5558043556234025,4.031847096829998,85.35721290803106,136,847,58,0.53,2
M004,73.68597093977762,1.4188628872023386,6.030479718231256,77.9604757408575,51,2713,53,0.48,2
M005,89.29324262712855,2.6489719493272097,5.340734692704677,75.46015918351226,46,2769,60,0.56,2
M008,70.81079880751453,2.8411273134397086,5.25678421367669,76.32957832609989,61,3037,64,0.51,2
M004,62.25631253620622,3.934466869346054,4.844815608209353,73.77235169092654,96,3286,71,0.52,2
M009,94.62822634045459,1.614045686705404,3.70981417201744,89.39611908607445,129,3807,65,0.56,2
M004,83.92263660370133,3.3604560484222032,4.550312936422673,66.33512019921935,36,4317,71,0.55,1
M007,81.83418504623424,1.0581555740002875,4.803223563375431,67.1476968412755,74,1698,58,0.46,2
M007,62.62658354552954,1.5117311418231911,4.961003301707472,85.92951198208891,147,2088,88,0.43,2
M003,74.86397165554678,4.096048491395556,5.276884231407716,63.31696763285556,75,4287,79,0.54,1
M004,71.90117926356248,1.8428501692114356,5.07595487536329,54.315244339186464,132,3346,62,0.44,2
M010,77.2964517693798,3.038806211751954,4.070636314453164,61.9438625725604,121,1269,79,0.5,2
M010,74.15437000856191,2.2703427312715703,5.625845183379797,59.880846783088025,53,3965,77,0.46,2
M005,81.54654162908008,1.8530548287503854,4.87206273877098,67.78955552297829,77,3113,97,0.46,2
M003,92.01696208533461,3.257905396111012,4.831838815710169,65.18539223467312,111,3070,60,0.58,2
M010,63.43250329663944,1.0130640274728824,4.901905927073767,86.29304882904314,101,3349,90,0.41,2
M002,70.32287227859143,3.119566472178107,5.449069860408318,57.18148596557337,80,867,91,0.46,2
M010,95.42984525351257,1.627846320806705,4.538703666586236,71.98126611279916,57,1094,84,0.51,2
M009,65.21233352138746,4.040785811994749,4.521861271217434,54.012971381710656,43,2806,76,0.49,2
M006,92.18850490404822,2.608521276072356,5.110236160386341,69.51803272552611,126,1221,85,0.53,2
M003,75.31022936999807,5.420752565885881,5.772905213582082,72.80124002419635,89,3143,67,0.62,2
M010,68.84371325502435,2.556954440254898,4.846598242775703,70.49223878048068,98,2334,97,0.45,2
M010,78.51891067906436,2.569548087757243,5.824533143600243,54.81396730409147,94,1475,87,0.46,2
M008,78.90613177729361,2.931120964097409,4.64209961862928,75.68847609468433,80,1263,97,0.51,2
M007,96.90825159872752,2.1760801834530703,5.3547680853632205,84.97253890879387,85,2655,79,0.57,2
M003,85.32954733228613,2.4623400564745594,5.797041065975923,75.94310003173521,89,2923,66,0.54,2
M009,68.50178521859179,3.3586183980760156,4.748447887789294,54.42201303528978,119,1342,66,0.48,2
M003,69.2471029009723,3.6066377842180923,5.532712216138129,73.92191621194551,124,1174,87,0.51,2
M002,92.25416275055466,2.0774872655779566,5.1695272255664895,73.45836657795563,97,4238,75,0.53,1
M004,62.400800336268446,1.4448215278968417,4.082804346859708,78.21400646991759,50,3235,56,0.45,2
M001,81.94406318945371,2.46312043865621,3.922204530128446,52.553497597013475,117,4677,75,0.47,1
M009,76.54315831633586,2.2560967786745367,5.621456691200065,75.1688848539558,133,4590,56,0.51,1
M003,71.31020554890078,4.1117905913123955,4.915553338306039,75.4156510317255,44,2973,51,0.58,2
M007,71.64587856305809,1.665635821003983,5.403291047705368,63.132185661484385,84,4611,61,0.45,1
M007,69.8668877167663,2.1331723340929223,5.790270920304184,52.263011169213776,38,1576,71,0.43,2
M004,58.82166094441678,1.0514101974837584,4.882814938402565,90.68288850841876,79,4332,95,0.4,1
M004,80.03284668816649,1.5716283301777803,5.960966481809012,84.7813971390053,94,3883,68,0.5,2
M003,62.12052610482,3.738695769064399,4.56205414142536,71.63385704958188,64,1754,68,0.51,2
M003,65.90635230359388,2.7764961433738833,5.872775355072506,56.74633616324978,116,1306,91,0.43,2
M007,96.63656499224737,0.6225571147638911,4.5632157330547205,66.55877263437169,122,3031,70,0.48,2
M008,63.76098533134907,2.127911758547045,4.560418492189334,97.77299411569123,131,2356,91,0.48,2
M006,77.01700559916547,3.8651487618920815,5.354280157428322,72.55089696437481,106,3389,93,0.54,2
M008,92.31320579909178,2.051231775511369,4.441797610024984,72.53729020508514,35,4033,72,0.53,1
M001,54.804444510228315,2.154606845329953,5.335105827816655,83.13885621013979,146,675,73,0.44,2
M009,59.672646311042406,2.8130497099131464,4.445876423641067,77.1481575747168,30,3377,56,0.49,2
M002,74.5411921801908,3.9615262062765035,5.080442191495885,78.94307166549595,79,4041,74,0.57,1
M005,66.17972658792571,4.427569385178195,3.612731567282803,70.75599489450937,71,1410,86,0.53,2
M002,81.17030170320696,2.228794806739274,4.971081525197987,81.93051688083547,47,4611,59,0.54,1
M004,72.12408980549812,2.519154915057859,4.847926232156098,51.08871138113554,135,829,65,0.45,2
M001,90.99122335149376,2.814448917351962,5.274425212904414,67.84051753865823,63,2167,80,0.54,2
M009,78.85884383084326,3.454013815847307,5.747706831237685,75.94504368660124,41,4254,85,0.54,1
M004,73.3141037918925,3.6471119271082366,4.936160963847203,70.42279831593133,58,1331,75,0.53,2
M007,65.86801094218389,2.2953782487351315,5.395514929978952,56.0719089181153,94,1969,97,0.4,3
M001,77.86917428672324,1.8526845916699628,5.343949983997955,85.83548909776938,136,3664,65,0.51,2
M005,85.75314139359355,3.2251994726731845,5.658273086092345,70.10146525743774,110,1273,63,0.56,2
M007,58.127505765469294,2.8728329917986324,4.596278887462876,63.91900240551415,32,2344,71,0.45,2
M009,69.95447562915783,1.0748368039377354,4.002582769699512,67.20444362028425,135,3785,98,0.39,3
M004,70.33185054210217,2.369540130960635,5.0415948583607575,79.52030131437301,81,2504,65,0.5,2
M007,77.79842660997609,2.5082792743334337,4.91221455276171,68.5862203056589,57,1531,70,0.5,2
M002,80.46691605771314,1.2319857926166236,4.990402224799585,68.29259699485718,56,1030,76,0.45,2
M010,69.44453267186579,3.467487749238639,6.068260372645051,71.63198459496357,36,1451,81,0.51,2
M003,71.3728431042007,4.455230030907778,4.367143673915205,82.71579077989387,73,3421,80,0.58,2
M004,86.03666942525805,2.1076852312660965,4.603815552597845,91.4368665254352,30,1900,68,0.56,2
M003,79.19665522598069,2.0027360333638216,4.260710666163505,74.37323782429314,118,4890,54,0.51,1
M005,77.29872208123938,1.2008044816876644,5.124964513131594,75.98618873914396,147,2792,72,0.46,2
M008,72.86287848004119,4.330393856128166,5.883155303527937,64.00902581790972,102,4389,68,0.55,1
M001,59.20276929288203,4.61087263702428,6.252308340135785,67.9140767406369,69,2332,72,0.53,2
M003,70.59992609004597,2.455045413227617,4.400311442295033,51.778758770211596,148,1678,96,0.42,2
M002,76.99487942277413,3.8969615804578392,5.7984248973029215,68.51134773304578,39,3928,62,0.56,2
M008,77.05428596271469,1.7768843693610528,5.398491091356809,96.05303121360492,84,4004,91,0.5,1
M007,81.32116101268377,1.1175400750539082,5.086652349642897,82.46545593231068,77,3586,55,0.5,2
M010,88.66836460605445,3.6136942376836787,5.044353119522379,65.07402205223997,84,4293,99,0.54,1
M005,80.10279010532071,2.080684454668279,4.8008317779348815,78.61207056066033,86,4189,83,0.5,1
M001,73.63216725030571,0.5386723438323655,6.346379081261864,53.86096979880918,46,2531,59,0.39,3
M005,59.59581328110964,2.3413833229486785,5.211836599374782,48.66364158341179,74,771,87,0.38,3
M003,80.17196834539014,1.680134454966248,5.3070381115245455,65.27059357071576,109,4363,75,0.46,1
M005,98.63717869296701,1.2400185215616841,5.0043250886544595,63.625760871192725,76,4630,93,0.48,1
M007,80.56841178552921,4.718343483011386,5.028887003353042,72.34091361457764,86,4289,59,0.62,1
M005,73.30749115943694,2.1437097053952154,5.170519255253773,80.77871055827474,57,1921,94,0.47,2
M003,66.8992691579051,2.722434136969928,5.665403621017205,84.14614618141108,71,3457,91,0.49,2
M009,76.84900816928977,3.6154666830952116,4.784323036540357,64.96472054646088,86,2686,86,0.52,2
M001,72.43189691580966,1.798662808397286,5.107271672478482,64.81663990125914,40,3327,72,0.45,2
M005,48.685681165800936,3.811155868112598,4.904285015383725,60.48527484064278,106,4188,94,0.43,1
M008,84.56856879275574,0.8873382419597726,4.825027082742579,58.434383968590126,141,819,91,0.42,2
M004,59.75294550012194,2.727929670009953,5.579882480975886,70.22136485381206,121,3791,80,0.45,2
M003,76.90937750773315,3.0726081079140997,5.516537492299258,70.99185089977728,88,3503,55,0.54,2
M009,87.23190105426659,2.9188647474089806,4.859947737910014,38.68256166029746,141,1112,77,0.48,2
M010,78.56166877224842,1.5876125474876104,4.997689155548239,56.71204891484358,72,4550,56,0.46,1
M010,100.93571503858861,1.346376009717324,5.114820708194935,92.24044778688301,49,2869,85,0.56,2
M001,76.61357924642508,3.8740213421331244,5.1423145958363765,88.30333195308337,34,2116,71,0.59,2
M010,60.55442556475203,1.855613071201972,4.313221804033936,81.459045784518,141,1499,80,0.44,2
M003,61.54631547764501,2.7339474521345397,5.318077742519717,72.29901608024564,52,1306,51,0.49,2
M005,84.16628466157529,2.6510122905578193,4.913918442860977,63.82512843841605,136,1881,92,0.49,2
M009,77.65403828348538,1.8444210026704209,4.837137111631455,70.70923200309143,82,3631,76,0.47,2
M001,97.39743039927865,2.0742111570852018,4.95867676598668,54.52087557264149,49,4427,56,0.53,1
M009,74.87721722887683,0.7418069927240283,5.075111677468437,52.52551053766037,112,2042,77,0.38,3
M004,70.21422555378533,3.0243260359979054,5.337695367646495,74.62104378754938,82,2050,50,0.53,2
M003,79.24140419078991,3.30292396908066,5.341595455182657,73.95681556840108,97,1660,82,0.54,2
M008,74.30977485003773,3.956709950061794,5.0186555873310805,74.90891212141571,78,1969,55,0.58,2
M002,88.06557461764348,2.1783374849415806,4.667750659263882,73.69740802640364,53,4155,83,0.52,1
M007,79.46000094667185,3.197065274014387,4.181612625696493,72.2218673690217,121,4051,90,0.52,1
M009,58.77088752548826,1.111014863827542,5.064841954782638,67.46479854258922,36,2872,99,0.36,3
M007,84.03449036091101,0.6867667139969547,4.906170752851899,63.291890978397205,137,1010,79,0.43,2
M001,62.268402307574675,2.6102591174889094,4.641192301880011,65.3280653572457,34,1370,80,0.44,2
M001,75.62502733249475,3.097731708113624,4.281728632977883,60.09365609785986,126,4955,75,0.5,1
M002,63.834141957461526,3.1714806010069174,5.359675724645418,52.717059143295984,125,1449,62,0.46,2
M006,57.82504265859241,3.193324690332601,4.974290222796579,66.93432955121001,69,1391,91,0.44,2
M005,62.796826227842246,4.016946789708645,4.009924770472506,64.20469422423918,118,1581,99,0.48,2
M001,74.39479477693692,4.128149545756858,5.845011922708972,66.17622909179025,144,4909,92,0.53,1
M001,80.9436880892317,2.279745398503912,5.48256679528619,57.14044607709552,65,864,95,0.45,2
M005,66.3998663842146,2.1303029440289136,4.457380671487989,65.03343122040529,48,3185,98,0.42,2
M001,78.47402636642329,3.772058982339883,5.3285300343795035,85.59937702372821,41,4877,88,0.57,1
M006,79.25178842274701,3.3842423057738107,5.622264955338322,51.53459757034099,82,2112,65,0.51,2
M006,92.68298308396771,2.543873359828975,4.275968285678438,63.60714182685941,66,1202,66,0.54,2
M003,61.88159871835831,4.688056759288627,5.967340614706909,64.52857861203545,109,4105,69,0.53,1
M004,82.09461817429856,2.0368323869272085,4.6839696210564705,62.285907986228075,44,3636,50,0.5,2
M001,67.80680009870447,3.311088339789591,4.5785388338791035,77.52301938141507,53,3826,65,0.53,2
M003,75.38865562048564,1.510386040997184,5.469837124013951,64.79403084203108,146,3311,90,0.43,2
M010,65.0376794377748,0.7699662605647084,4.874945770502171,72.47032870223339,86,2727,74,0.4,3
M006,69.96854748098418,2.0314425136741407,4.153457592084527,61.451431974544235,103,4476,77,0.44,1
M003,75.25426702611635,1.4696935267056612,4.5423967938482885,88.13856136998166,82,719,56,0.5,2
M001,79.33967422465048,2.8549682547576656,5.98670479512423,73.41791468118964,91,1714,69,0.53,2
M005,62.854810443507304,3.536201832131722,4.005480346424492,61.659151439788445,117,2146,67,0.49,2
M007,66.5247650691019,3.279755496288821,5.36134172060298,66.38753657072388,73,3877,71,0.49,2
M006,82.34244289702978,0.7350796158551571,4.62940329986846,54.16875180593094,139,4291,68,0.42,1
M005,63.76483795089171,2.3022826577223707,5.012051613238674,74.6287287611324,108,3938,81,0.45,2
M001,80.60306441323105,3.029016299892109,4.401906564882034,63.424117062278775,88,4006,96,0.49,1
M001,69.05823251270043,2.88242656173511,5.0191970041193255,82.30170587997067,117,579,73,0.51,2
M008,77.23511106329165,1.408388805371792,4.992939639033284,68.47736166582506,119,1139,64,0.46,2
M010,83.42449924906144,4.833289321649783,5.244396657763324,79.07223617874558,43,589,67,0.63,2
M006,86.22175028801685,0.5644153204829387,5.535541540364016,74.76488763165369,89,3095,98,0.43,2
M003,86.96690817654638,2.9412715345216878,5.537590198486865,61.98404432246264,66,3881,98,0.5,2
M004,78.73396191913555,3.0301913073429114,5.504451027695263,58.57627509099058,111,3067,81,0.49,2
M005,45.75074820803323,2.93145383399476,5.182747601545557,75.10352645861887,67,651,84,0.42,2
M002,69.8208734994621,4.6143317147300955,4.640554792415188,74.06720199652115,73,2341,64,0.58,2
M004,77.76709043904985,0.751253923863612,4.89474433170013,46.03724942974337,74,3021,59,0.4,3
M010,80.57178660669248,3.554128676018979,5.5277684868247094,71.97179743805626,145,1165,89,0.54,2
M002,68.80065812595103,3.7317682294894925,5.900769806962617,59.56036037448067,75,2537,60,0.51,2
M002,75.28202711521928,3.5587438299148095,4.933678427870437,68.22154224596576,82,4816,64,0.54,1
M003,90.68934495677496,1.6795421504443313,5.38063214558237,67.53587920895548,47,1676,58,0.52,2
M004,84.95548585362279,3.53311851539984,4.451607081275326,70.13264643083973,56,3115,97,0.54,2
M007,80.79399239174003,2.3989612231180772,4.954371223834186,65.49783585561597,100,3857,68,0.5,2
M005,82.59210999919833,3.373516424469751,5.0957464258365865,72.23919099753594,106,4737,96,0.53,1
M007,96.99098180556703,2.428907374312735,4.477279866812596,61.85728153866631,120,1113,54,0.56,2
M002,66.50613084844095,3.424195465990201,4.745416115037519,45.484636055911224,138,4251,61,0.47,1
M002,95.33293769466457,1.5289018184156853,5.078877435580134,97.98979530294659,128,3521,82,0.56,2
M005,65.29996032490958,4.470258448634137,4.913185483381175,64.81573012693667,112,1774,80,0.52,2
M001,83.08985515032975,0.4880419725001852,4.638327415628267,56.2043866509745,38,744,77,0.4,3
M002,69.20299088526373,2.7638517010739347,4.688673400769314,59.88196478991228,86,2519,87,0.45,2
M001,77.75524877468531,2.655522425954996,4.630333605321638,61.42199807435911,130,2850,75,0.49,2
M009,58.63275008700659,1.7329824730979997,5.2052148765972515,66.67645526481036,94,556,51,0.43,2
M010,86.5458428185937,2.8448970082499194,4.307371455246349,78.89102778582978,107,633,70,0.56,2
M001,81.86946492647222,1.9673390274912408,4.742756948321289,63.85782158057026,103,1274,55,0.5,2
M005,85.89835536450434,1.9356053584932968,5.413580155932605,62.03543192353942,69,4959,95,0.46,1
M008,75.358945497677,3.4422381514973615,5.323704439287401,59.30873235581872,54,4414,90,0.49,1
M007,59.35086630780731,3.2849905788461564,5.024369577014384,62.14894261193702,66,4403,65,0.47,1
M010,85.40205928223662,2.7560548642832594,5.562846408008458,75.49327546116933,131,4218,62,0.56,1
M010,81.80657939531544,3.1523887162435664,4.815284155269651,74.8135399789341,30,2003,67,0.55,2
M003,88.27078102013667,2.0159503636129816,5.296050980521572,90.5849195482289,106,4397,75,0.55,1
M005,73.29820333493448,2.51064224323265,5.369731734617593,69.52061207655115,126,4931,64,0.5,1
M001,75.81563034984366,1.8716159090048619,5.070676763303466,59.744093473628865,145,4721,71,0.45,1
M009,55.634812654918846,3.2905013606617235,4.866934799345666,90.37857550236697,93,1128,53,0.53,2
M010,74.082406760005,1.903604782064515,4.920629136615314,70.48191162945217,144,803,68,0.47,2
M009,65.87051926975991,1.2714014842961914,5.218615548773521,69.23486397390926,136,4114,59,0.43,1
M010,68.65093080257584,2.5391545918131246,5.689361113350033,68.75891346062531,42,4092,57,0.49,1
M009,67.98328089975925,2.198653550308449,4.676842352115328,67.3083982968909,120,2120,59,0.47,2
M008,74.95300595559827,2.2092892566467803,4.409210332713537,69.47488530878583,59,2848,64,0.49,2
M001,74.59428173254824,2.546900565690211,4.899632540999004,87.27994421941236,41,3542,54,0.55,2
M005,77.74681073992853,1.7917322605969868,4.250204224570908,78.85902323111208,135,1602,97,0.47,2
M009,67.33046761117569,1.761464574498814,4.323635731097854,80.51492496258689,69,1593,77,0.46,2
M002,70.52853537616087,3.06568707966939,4.545369948383575,67.88216389598632,34,3896,76,0.49,2
M005,68.03847641036879,2.1651515163952197,5.492277645482086,64.84645803471635,109,1305,64,0.46,2
M001,77.94524742453855,1.7226099241410955,4.78042036456156,59.05281127082881,71,775,69,0.45,2
M003,58.65704664370233,3.68004536881117,4.08697729463405,76.37477471949104,126,809,77,0.5,2
M006,63.102384582679,1.9719661614366952,5.865949733681502,46.85366197747212,74,2756,99,0.36,3
M007,99.13393915117136,3.6714263477638722,4.194266284580726,58.351142011069584,42,4010,76,0.58,1
M003,63.18057149072479,2.7635690735354843,4.460352031660173,71.44863637859184,87,1419,67,0.48,2
M005,80.99783855964729,1.2084888989041949,3.8175487873046925,83.9633060744152,123,2841,77,0.48,2
M007,76.45238716781665,2.112199891133727,4.840213220854581,63.74163844766264,136,2053,81,0.46,2
M002,100.46833281448644,3.283583068547293,4.728263620585232,54.12951345969396,101,4314,64,0.58,1
M010,73.32803856927649,2.079886438423982,4.603936786807332,67.22549931615605,40,2591,97,0.44,2
M002,47.858926995089135,2.291000039306268,6.2321062204996105,70.72947378605782,144,4405,63,0.41,1
M003,89.82714794172415,3.0947785958245864,4.451113591007909,65.374145279335,39,4311,61,0.56,1
M004,69.08696784907968,3.9475869245124287,5.393302054308038,77.30356931201199,30,2512,55,0.56,2
M007,82.64096078496274,3.159721199656394,5.189607828416735,78.04921104047101,147,1951,88,0.54,2
M007,85.11903311826745,-0.043498182955473474,4.831174635203426,76.34563587155583,33,3946,79,0.43,2
M001,87.3863204804112,2.6285539233900654,5.7527411423556725,64.75713930572793,48,3699,60,0.54,2
M002,74.55235192613492,1.7563383866332345,4.119531781684571,74.95341486832453,74,692,95,0.45,2
M002,77.07649335404092,4.510481634591578,5.121575857311621,73.400596507057,126,2504,50,0.61,2
M010,59.50468730421488,2.996664734227375,4.813715578811776,78.01760564354977,50,1861,88,0.47,2
M004,55.56012570514867,1.0850241281239519,4.851445526400729,68.44632265809678,33,4622,70,0.38,1
M008,85.7637199524118,3.3420383973247056,5.114775570130771,81.46281227453815,85,4453,59,0.59,1
M009,66.15984545440793,2.288724744849686,4.679705623625454,59.21376528330924,83,3773,93,0.42,2
M010,81.66450316713389,1.4501207591072454,5.34756994795218,72.99651923396746,68,4658,71,0.48,1
M008,81.81006238741557,3.9212829829524996,4.721322508172306,81.19447371034386,71,1357,56,0.61,2
M002,78.51288809424541,2.7731991990220437,4.451799317747445,70.55027084521465,54,1325,98,0.49,2
M009,86.34480520084318,2.702289056386289,5.428047927115004,77.25433791568891,61,3873,66,0.56,2
M003,80.35577446888429,2.520493012926025,4.827265676429964,81.56939765564331,81,2026,81,0.52,2
M001,96.0944459464246,3.291209039012881,4.767019031686618,65.01688895879464,60,571,94,0.56,2
M005,56.59670963765828,2.950266634639487,5.421931916089181,78.42248234759784,99,1111,81,0.46,2
M001,74.01561013844368,1.4366875211382957,4.979195344503338,59.20265946068604,48,1725,70,0.43,2
M009,77.26300934821867,1.537810820019315,4.493315996204338,54.418015702497996,108,2535,58,0.44,2
M001,61.47835553375275,2.206152963652894,4.677859091275725,58.39422847143782,96,4134,69,0.42,1
M005,80.36416732395043,4.0560005718392045,4.031602355633881,66.07159029851702,115,4470,58,0.58,1
M007,65.96656513703002,-0.1192427269168923,4.145876919809034,64.69234111846643,123,3133,52,0.37,3
M005,78.57624259323894,2.9661903423471196,4.507800187065908,77.31108531012563,123,848,62,0.55,2
M001,59.66251274290164,1.6686005327325466,4.787703210259903,73.6929647643,108,2029,79,0.41,2
M005,73.12421335729748,2.8118141834772605,4.750162337526009,65.2247591106213,123,3420,83,0.48,2
M008,67.00501666836513,1.8594705434925127,5.163382238830755,82.22975670128335,105,3838,53,0.49,2
M003,65.34382400122848,2.4513931051271847,5.454825769779413,82.26156367551455,51,1333,76,0.48,2
M001,64.48305111900298,3.2559251916437937,4.807308799468661,91.07803454424177,47,1090,99,0.51,2
M007,78.03122961591843,4.682356501192701,4.497651450172863,80.59193715123548,139,545,77,0.61,2
M007,85.6985049870104,2.889600394794567,5.199221931678341,80.52969694681428,81,2836,97,0.54,2
M009,81.10244375604746,1.2676788529625593,4.725540320097349,51.31977712920573,86,1371,99,0.4,3
M004,86.32034986295037,1.935622785981479,5.434547643122662,77.51957662811466,63,3182,89,0.5,2
